15	1	Тормозная система	<p>Тормоза нужны автомобилю, чтобы замедляться и останавливаться при необходимости, а также удерживаться на месте. В современных автомобилях тормозных систем обычно две:</p>\r\n\r\n<p>- Рабочая. Собственно, это тот самый тормоз, педаль которого мы нажимаем каждый раз, когда хотим замедлиться.</p>\r\n\r\n<p>- Стояночная. В народе обычно называется &laquo;ручник&raquo;, потому что в действие приводится за рычаг рукой, а не ногой. Основное назначение &ndash; удерживать машину на месте, чтобы она не покатилась самопроизвольно.</p>\r\n\r\n<p>На некоторых автомобилях еще бывает запасная тормозная система, которая активизируется в случае поломки рабочей.</p>\r\n\r\n<p>На грузовиках и автобусах встречается дополнительно вспомогательная тормозная система, которая помогает тяжелому транспорту ехать с постоянной скоростью на затяжных спусках. Она, в отличие от трех предыдущих, не подтормаживает колёса, а замедляет автомобиль с помощью двигателя или трансмиссии. Вспомогательный тормоз мы рассмотрим отдельно, и в этой статье касаться его более не будем.</p>\r\n\r\n<p><img alt="Общая схема тормозной системы" src="/ckeditor_assets/pictures/33/content_brakes1.jpg" style="height:260px; width:435px" /></p>\r\n\r\n<p>Начиная с 19 века, когда первые тормоза появились на конных экипажах, способ замедления транспортного средства сильных изменений не претерпел. По-прежнему тормозить проще всего с помощью трения &ndash; то есть прижимать к вращающемуся колесу колодки.</p>\r\n\r\n<p>Конструктивно тормозная система состоит из следующих частей:</p>\r\n\r\n<p>- Тормозной механизм. Набор деталей, которые непосредственно подтормаживают колёса</p>\r\n\r\n<p>- Тормозной пирвод. Комплекс оборудования, которое приводит в действие тормозной механизм.</p>\r\n\r\n<p>- Вспомогательные системы &ndash; различные дополнительные устройства для более эффективного торможения: антиблокировочная система, усилитель тормозов, усилитель экстренного торможения и т.п.</p>\r\n	2014-11-30 16:51:12.252626	2014-11-30 16:51:12.252626	t
16	15	Тормозная колодка	<p>Колодка &ndash; это основной исполнительный узел тормозной системы, который плотно прижимается к вращающемуся тормозному диску или барабану, тем самым замедляя его. На барабанных и дисковых их обычно две. Внутри барабанов колодки разжимаются, а на дисковых колодки, наоборот, обжимают диски.</p>\r\n\r\n<p><img alt="Тормозные колодки для дискового тормозного механизма фирмы Ferodo. Фрикционный слой - на обратной стороне. Изображение с сайта ferodo.com" src="/ckeditor_assets/pictures/39/content_brake_pads.jpg" style="height:383px; width:650px" /></p>\r\n\r\n<p>С точки зрения физики процесс торможения &ndash; это преобразование кинетической энергии в тепловую. То есть колодка трётся, &laquo;забирает&raquo; энергию вращения у колеса и от этого нагревается.</p>\r\n\r\n<p>Конструктивно тормозная колодка &ndash; это довольно толстая и прочная металлическая пластина с нанесенным на нее фрикционным (то есть антискользящим) слоем. Если тормоз дисковый, то колодка прямая, а если барабанный &ndash; то в форме дуги.</p>\r\n\r\n<p><img alt="Два комплекта тормозных колодок для барабанных тормозных механизмов фирмы Ferodo. Фрикционный слой - снаружи. Изображение с сайта ferodo.com" src="/ckeditor_assets/pictures/38/content_drum_brake.jpg" style="height:343px; width:600px" /></p>\r\n\r\n<p>Задача фрикционного слоя, как нетрудно догадаться &ndash; &laquo;зацепиться&raquo; за поверхность диска или барабана. Химический состав &laquo;тормозящего&raquo; материала &ndash; очень сложен. Обычно это керамические гранулы, закрепленные специальными смолами и множеством различных присадок. Ведь как мы уже говорили, колодки при торможении сильно нагреваются, и фрикционная накладка при этом должна продолжать цепляться, и не разрушаться. Зачастую на сленге фрикционный слой колодки называется &laquo;феродо&raquo; - об этом термине у нас есть отдельная статья.</p>\r\n\r\n<p><img alt="Фрикционный слой &quot;дисковой&quot; колодки крупным планом. Изображение с сайта ferodo.com" src="/ckeditor_assets/pictures/37/content_ferodo.jpg" style="height:495px; width:671px" /></p>\r\n\r\n<p>Состояние тормозных колодок можно определить на глаз по толщине фрикционной накладки. Если она слишком тонкая или отсутствует вовсе, колодки надо менять. Колодки меняются комплексно: если она вышли из строя на правом колесе, то менять нужно и на левом, даже если там слой чуть-чуть потолще.</p>\r\n\r\n<p><iframe frameborder="0" height="315" src="//www.youtube.com/embed/YCcKn8r3HG0" width="560"></iframe></p>\r\n\r\n<p>Помимо перегрева негативное воздействие на фрикционный слой оказывают вода, масло, тормозная жидкость и антифриз. Нужно всячески избегать контакта трущихся поверхностей с этими жидкостями.</p>\r\n\r\n<p>Верный симптом изношенности колодок &ndash; скрип, визг и другие посторонние шумы при торможении. Ну а если принципиально долго не менять тормозные колодки, то рано или поздно они просто-напросто разрушат диск, как на этом видео.</p>\r\n\r\n<p><iframe frameborder="0" height="315" src="//www.youtube.com/embed/UmbxgHWfsK0" width="420"></iframe></p>\r\n	2014-11-30 17:03:56.071303	2014-11-30 17:07:56.173749	t
5	1	Сцепление	<p>Сцепление - это механизм, который передает крутящий момент с двигателя на коробку передач. Мотор и коробку невозможно жестко соединить между собой каким-нибудь валом или шарниром. Коробка не способна менять передачи на ходу, когда шестерни вращаются на огромной скорости.</p>\r\n\r\n<p><img alt="Сцепление на общей схеме. А - двигатель, B - сцепление, С - педаль сцепления, D - механическая коробка передач. Изображение с сайта HowStuffWorks.com" src="/ckeditor_assets/pictures/29/content_scepl2.jpg" style="height:300px; width:400px" /></p>\r\n\r\n<p>Поэтому вращающийся коленвал двигателя на время переключения передач нужно от коробки отсоединять, а потом, когда мы передачу поменяли, плавно соединить соединить обратно, чтобы машина поехала.</p>\r\n\r\n<p>А как это сделать прямо на ходу? Любые шестерни, если их попытаться зацепить на скорости, разрушатся моментально. Для этих целей&nbsp;используются две основные&nbsp;технологии:</p>\r\n\r\n<p>- Фрикционное сцепление. Крутящий момент передается с помощью трения дисков (используется, в основном, в механических и роботизированных автоматических&nbsp;коробках передач).</p>\r\n\r\n<p>- Гидравлическое сцепление. Момент передается циркулирующей жидкостью (используется, в основном,&nbsp;в автоматических коробках передач).&nbsp;</p>\r\n\r\n<p>Оговоримся, что помимо этих двух классических типов сцепления есть разнообразные экзотические схемы типа центробежного или электромагнитного сцепления, но на современных (по состоянию на 2014 год) автомобилях их встретить практически невозможно.</p>\r\n	2014-04-01 10:30:11.986389	2014-11-30 16:06:32.714933	t
19	17	Рулевая колонка	<p>Рулевая колонка - это механический узел, который передает усилие с рулевого колеса на рулевой механизм. Главный элемент колонки - это рулевой вал с несколькими карданными шарнирами, который вращается в шариковых&nbsp;подшипниках.</p>\r\n\r\n<p>Зачем ему шарниры? Потому что если бы вал шел бы из рулевого механизма напрямую в салон, то руль торчал бы практически вертикально, как на грузовиках и автобусах. Чтобы расположить рулевое колесо под удобным для водителя углом, нужно сделать два &quot;излома&quot; рулевого вала. Передачу крутящего момента через эти изломы и обеспечивают шарниры. Также в местах шарнирных соединений рулевой вал складывается при ДТП, уберегая водителя от серьезных травм.</p>\r\n\r\n<p><img alt="Схема рулевой колонки Hyundai Elanntra" src="/ckeditor_assets/pictures/44/content_.jpg." style="height:583px; width:650px" /></p>\r\n\r\n<p>Обычно на рулевой колонке закреплен замок зажигания. Именно там он расположен неслучайно - на большинстве автомобилей при вытаскивании ключа из замка срабатывает запорный механизм, блокирующий вращение рулевого вала. Впрочем, на некоторых автомобилях рулевая колонка избавлена от замка зажигания - например, на SAAB 900 1-го поколения он был перенесен под рычаг стояночного тормоза во имя безопасности - торчащий ключ мог травмировать ногу водителя.</p>\r\n\r\n<p>Также на рулевой колонке с 50-х годов 20 века стали размещать механизмы для регулировки положения рулевого колеса. Наличие шарниров позволяет регулировать угол наклона колонки, а телескопический механизм - вылет колонки. По состоянию на 2014 год практически все новые автомобили имеют регулировки рулевой колонки. Исключение составляют несколько ультра-бюджетных моделей вроде Renault Logan. На некоторых дорогих моделях регулировочный механизм имеет электропривод, а на большинстве относительно доступных угол и вылет надо регулировать вручную и фиксировать положение с помощью специального запорного рычага. Обычно он расположен снизу, под рулевым колесом.</p>\r\n\r\n<p>За рулевой колонкой располагаются подрулевые переключатели. Классическая компоновка &ndash; это размещение там переключателей режимов стеклоочистителя/стеклоомывателя и &laquo;поворотников&raquo;. На современных авто там же находятся &laquo;лепестки&raquo; принудительного переключения передач АКПП, а иногда и рычаг переключения передач и режимов КПП. Это довольно архаичная компоновка, характерная для авто 50-70-х годов, однако же некоторые компании (например, Mercedes-Benz) используют ее до сих пор.</p>\r\n	2014-11-30 17:49:41.405274	2014-11-30 17:49:41.405274	t
20	17	Рулевой механизм	<p>Этот узел предназначен для того, чтобы передавать усилие от вращение рулевого вала на поворотные механизмы колёс. Изначально конструкторы автомобилей столкнулись с серьёзной проблемой: повернуть колёса, на которые давит несколько сотен килограмм веса автомобиля &ndash; задача отнюдь не простая. Попробуйте просто руками повернуть колесо стоящей машины &ndash; у вас ничего не получится.</p>\r\n\r\n<p><img alt="Рулевой механизм от ВАЗ-2108, установленный на багги. В центре виден реечный рулевой механизм с двумя тягами, отходящими вправо и влево" src="/ckeditor_assets/pictures/45/content_.jpg." style="height:434px; width:650px" /></p>\r\n\r\n<p>Таким образом, конструкторы должны были внедрить в автомобиль устройство, умножающее усилие человека. &laquo;Гидроусилитель!&raquo;, - скажете вы и будете неправы. Гидроусилитель появился намного позже. Основной узел для умножения усилия &ndash; это рулевой механизм, иначе &ndash; рулевой редуктор. Гидро- и электроусилители &ndash; это лишь вспомогательные узлы, дополнительно наращивающие усилие для поворота колёс. Кроме того, вторая важная функция рулевого механизма &ndash; обеспечить возврат рулевого вала в &laquo;нулевое&raquo; положение.</p>\r\n\r\n<p>Каким образом редуктор облегчает вращение руля? Он, грубо говоря, ценой уменьшения оборотов наращивает силу. Непонятно? Попробуем проиллюстрировать. Допустим, на автомобиле от упора до упора переднее колесо может вращаться на угол 80 градусов. Но пока мы поворачиваем колесо от упора до упора, мы успеваем повернуть руль на три полных оборота и еще на треть. Итого выходит&nbsp; 1200 градусов (360 умножаем на три и прибавляем треть, то есть еще 120). Соотношение одного угла к другому &ndash; это передаточное число редуктора, то есть рулевого механизма. На нашем автомобиле он будет равным 15.</p>\r\n\r\n<p><img alt="Часть схемы рулевого управления Ford Mondeo (1997-2000 гг). 1 - рулевые тяги (они относятся не к рулевому приводу, а не механизму). 2 - защитные резиновые манжеты рулевого механизма. 3. Собственно реечный рулевой механизм в корпусе. 4. Эластичная манжета, с помощью которой механизм крепится к рулевой колонке. Изображение из книги &quot;Форд Мондео: ремонт, обслуживание, эксплуатация&quot;." src="/ckeditor_assets/pictures/46/content_.jpg." style="height:302px; width:650px" /></p>\r\n\r\n<p>Исключая различные экзотические конструкции, рулевые механизмы по типу механической передачи бывают трех видов:</p>\r\n\r\n<p>- Реечный рулевой механизм &ndash; самый популярный для легковых авто</p>\r\n\r\n<p>- Червячный рулевой механизм &ndash; устаревший и встречающийся редко</p>\r\n\r\n<p>- Винтовой рулевой механизм &ndash; более современная разновидность червячного механизма, встречается редко, и в основном на грузовых автомобилях</p>\r\n	2014-12-07 15:03:05.090364	2014-12-07 15:03:05.090364	t
17	1	Рулевое управление	<p>Как нетрудно догадаться, рулевое управление служит для того, чтобы маневрировать в процессе движения и заставлять автомобиль двигаться туда, куда хочет водитель. Обычно рулевой механизм связан только с передними колёсами автомобиля, хотя есть и такие модели, где ради лучшей управляемости все четыре колеса сделаны поворотными.</p>\r\n\r\n<p><img alt="На этой схеме рулевое управление автомобиля выделено оранжевым цветом" src="/ckeditor_assets/pictures/40/content_.jpg." style="height:504px; width:650px" /></p>\r\n\r\n<p>Если не брать в рассмотрение отдельные концептуальные модели с полностью электронным управлением, на серийных автомобилях задача системы рулевого управления &ndash; передать усилия водителя на колёса. Конструктивно она состоит из следующих частей:</p>\r\n\r\n<p>- Рулевое колесо &ndash; его крутит водитель</p>\r\n\r\n<p>- Рулевая колонка &ndash; она передает усилие с колеса на рулевой механизм, а также обеспечивает регулировку положения колеса</p>\r\n\r\n<p>- Рулевой механизм &ndash; механический редуктор, который преумножает и передаёт усилие с рулевой колонки на поворотные механизмы колёс</p>\r\n\r\n<p>- Усилитель управления &ndash; гидравлическое или электрическое устройство для дополнительного умножения усилия водителя</p>\r\n\r\n<p>- Рулевой привод &ndash; блок элементов ходовой части, который обеспечивает поворот колёс</p>\r\n\r\n<p>- Вспомогательные электронные системы: система автоматической парковки, система активного управления и т.п.</p>\r\n	2014-11-30 17:13:17.328316	2014-11-30 17:13:17.328316	t
18	17	Рулевое колесо (руль)	<p>Руль &ndash; это один из основных органов управления автомобилем &ndash; крутя его по часовой стрелке, водитель поворачивает направо, а против часовой стрелки &ndash; налево. Хотя развитие электроники позволяет полностью отказаться от руля со всеми его механическими деталями в пользу кнопок &laquo;вправо&raquo; и &laquo;влево&raquo; и полностью электронным рулевым механизмом, привычный водителю руль еще не скоро уйдет в историю.</p>\r\n\r\n<p>Изначально автомобили поворачивали по ходу движения при помощи рычага-румпеля, как на судах. Первые круглое рулевое колесо появилось на спортивном автомобиле Panhard 4hp в 1894 году, а к началу 20-го века полностью вытеснило румпели.</p>\r\n\r\n<p><img alt="Тот самый Panhard 4hp" src="/ckeditor_assets/pictures/41/content_panhard.jpg" style="height:660px; width:650px" /></p>\r\n\r\n<p>Вскоре, в 1910 году на рулевое колесо поместили кнопку электрического клаксона. С 60-х годов на руле появились различные вспомогательные кнопки, а в 1972-м на Oldsmobile Tornado дебютировала рулевая подушка безопасности.</p>\r\n\r\n<p>Руль &ndash; достаточно консервативная деталь автомобиля, которая несильно изменилась с годами. Так, рули по-прежнему круглые не считая отдельных экземпляров со скошенными по хорде нижними частями. Что касается кнопок, то на руле прижились органы управления круиз-контролем и &laquo;музыкой&raquo;.</p>\r\n\r\n<p>На недорогих автомобилях рабочая поверхность руля покрыта мягким пластиком, а на более престижных колесо оборудуют деревянными вставками и обтягивают кожей. Кожа имеет свойство со временем портиться и &laquo;облезать&raquo;, и рулевые колеса старых автомобилей нуждаются в перетяжке.</p>\r\n\r\n<p><img alt="Трехспицевый руль. Saab 900CD" src="/ckeditor_assets/pictures/42/content_6nudbkmensw.jpg" style="height:433px; width:650px" /></p>\r\n\r\n<p>Следует отметить, что изначально рулевые механизмы были лишены каких-либо усилителей, и были на 100% механические. Поэтому рулевое колесо делали достаточно большим в диаметре, чтобы было проще рулить. Сейчас, когда усилия для руления нужно прилагать небольшие, рули стали меньше.</p>\r\n	2014-11-30 17:32:04.482975	2014-11-30 17:33:00.029391	t
21	20	Реечный рулевой механизм (рулевая рейка)	<p>Рулевая рейка &ndash; это самый ранний рулевой механизм, от которого к 30-м годам отказались, а затем, в 70-х годах, стали постепенно возвращаться. Теперь реечный механизм практически вытеснил червячный и винтовой на легковых автомобилях.</p>\r\n\r\n<p><img alt="Рулевая рейка от Hyundai Sonata производителя Mando, со смонтированным на ней гидроусилителем. Изображение с сайта 161avtozapchasti.ru" src="/ckeditor_assets/pictures/47/content_.jpg." style="height:240px; width:650px" /></p>\r\n\r\n<p>В целом устройство рейки довольно простое. На конце рулевого вала находится шестерня, которая, вращаясь, передвигает вправо-влево металлическую рейку с зубцами. С двух сторон к рейке прикреплены на шарнирах рулевые тяги, поворачивающие колёса.</p>\r\n\r\n<p>Иногда, впрочем, тяги закреплены не с краёв рейки, а в ее центре. Гибкие резиновые пыльники, в таком случае, размещены в центральной части, а по бокам &ndash; наглухо закрытый картер. Такая схема, в частности, применяется на ВАЗах семейства &laquo;Самара&raquo; (2108-09-099-13-14-15).</p>\r\n\r\n<p>Само зубчатое соединение шестерни, как и рейка, находятся внутри корпуса (картера), а шарнирные соединения с тягами защищены гибкими резиновыми пыльниками. Для того чтобы обеспечить плотное сцепление без зазоров, рейка прижимается к шестерне пружиной.</p>\r\n\r\n<p><img alt="Схема рулевой рейки Honda в деталях. Деталь под номером 10 - это сам вал рейки с нарезанными зубцами, ключевой элемент всего рулевого механизма. Изображение с сайта hondavodam.ru." src="/ckeditor_assets/pictures/48/content_.jpg." style="height:384px; width:650px" /></p>\r\n\r\n<p>Более ранние автомобили с реечным управлением имеют рулевой механизм с постоянным передаточным числом, то есть соотношение поворотов руля и колес всегда одинаковое.</p>\r\n\r\n<p>Более современные реечные механизмы имеют переменное передаточное отношение, чтобы обеспечить комфортную рулёжку как на прямой, так и в поворотах. О таких механизмах читайте в статье Рулевые рейки с переменным передаточным числом.</p>\r\n\r\n<p>Основных достоинства реечного механизма два:</p>\r\n\r\n<p>- Высокая жесткость конструкции, отчего управление становится более информативным</p>\r\n\r\n<p>- Простота конструкции &ndash; в реечном механизме меньше соединений, чем в червячном, поэтому ремонтировать его приходится реже</p>\r\n\r\n<p>Недостатков также два:</p>\r\n\r\n<p>- Другая сторона жесткости конструкции &ndash; высокая вибронагруженность рулевого колеса. Иными словами, неровности сильнее отдают в руль, чем на авто с червячным механизмом</p>\r\n\r\n<p>- Из-за особенностей конструкции предельный угол поворота колеса на авто с рейками меньше, чем на авто с &laquo;червяками&raquo;</p>\r\n\r\n<p>На многих автомобилях в рулевую рейку встроен механизм гидравлического или электрического усилителя.</p>\r\n	2014-12-07 15:16:48.222218	2014-12-07 15:16:48.222218	t
22	20	Червячный рулевой механизм	<p>Этот тип рулевого механизма был широко распространен вплоть до 80-х годов прошлого века, однако сейчас на новых автомобилях практически не встречается. Однако &laquo;старички&raquo;, в том числе ВАЗ &laquo;классического&raquo; семейства рулится именно с помощью червячного редуктора.</p>\r\n\r\n<p>Задача редуктора, как мы знаем из статьи про рулевые механизмы &ndash; замедлить и увеличить усилие водителя и передать его на поворотные механизмы колёс. Червячный редуктор &ndash; относительно компактный узел. В его корпусе (точнее, картере) спрятан конец рулевого вала. Именно на конце и находится тот самый червяк, который дал название всей системе.</p>\r\n\r\n<p><img alt="Схема рулевого управления с червячным механизмом: 1 – рулевое колесо; 2 – рулевой вал с червяком; 3 – ролик с валом сошки; 4 – рулевая сошка; 5 – средняя тяга; 6 – боковые тяги; 7 – поворотные рычаги; 8 – передние колеса автомобиля; 9 – маятниковый рычаг; 10 – шарниры рулевых тяг" src="/ckeditor_assets/pictures/49/content_.jpg." style="height:472px; width:650px" /></p>\r\n\r\n<p>Червяк в механике &ndash; это по своей сути крупный винт с резьбой. За эту резьбу зацеплена ведомая шестерня (ролик), к которой прикреплена рулевая сошка. Вот эта пара &laquo;червяк-шестерня&raquo; как раз и называется червячной передачей. Для того чтобы детали меньше изнашивались в процессе трения, в картер червячного редуктора заливают масло.</p>\r\n\r\n<p>Итак, крутящий момент с руля передается через редуктор на вращающуюся сошку. Дальше нужно распределить его на два колеса. Как это сделать, особенно если учесть, что рулевой вал расположен с краю?</p>\r\n\r\n<p>Допустим, что автомобиль у нас леворульный. Червячный редуктор с сошкой находятся слева. Справа, зеркально от него на кузове закреплен маятниковый рычаг. Между собой сошка и рычаг связаны средней рулевой тягой.</p>\r\n\r\n<p><img alt="Червячный рулевой редуктор в разрезе, с подробным перечислением деталей, от &quot;классических&quot; моделей ВАЗ. 40. Нижняя крышка корпуса. 41. Регулировочные прокладки. 42. Ось ролика. 43. Упорная шайба ролика. 44. Двухгребневой ролик. 45. Уплотнительная прокладка. 46. Верхн&amp; 18118r1710s #1103;я крышка корпуса. 47. Шайба регулировочного винта. 48. Стопорная шайба. 49. Регулировочный винт. 50. Червяк рулевого механизма. 51. Шарикоподшипник. 52. Валик червяка. 53. Самоподжимной сальник. 54. Втулка вала сошки. 55. Корпус рулевого механизма. 56. Самоподжимной сальник. 57. Вал сошки в сборе" src="/ckeditor_assets/pictures/50/content_.jpg." style="height:600px; width:600px" /></p>\r\n\r\n<p>От маятникового рычага и сошки направо и, соответственно, налево, отходят боковые тяги, связанные шарнирными соединениями. Тяги толкают поворотные рычаги, приводящие в движение ступицы колёс через рулевые наконечники.</p>\r\n\r\n<p>Червячный рулевой механизм, как мы уже говорили, сейчас практически не встречается. Недостатков у него два:</p>\r\n\r\n<p>- Руль неинформативен, то есть водитель плохо чувствует траекторию движения автомобиля и от этого им труднее управлять, особенно на высоких скоростях</p>\r\n\r\n<p>- В червячном рулевом механизме слишком много соединений, которые со временем разбалтываются и начинают люфтить. Поэтому такую рулевую систему нужно довольно часто обслуживать: подтягивать соединения.</p>\r\n\r\n<p><img alt="Так выглядит червячный редуктор ВАЗ в сборе" src="/ckeditor_assets/pictures/51/content_.jpg." style="height:400px; width:600px" /></p>\r\n\r\n<p>Достоинства, впрочем, тоже есть, и их тоже два:</p>\r\n\r\n<p>- Рулевой механизм с червячным редуктором более устойчив к ударным нагрузкам, и передает меньше вибраций на руль</p>\r\n\r\n<p>- Червячный механизм позволяет поворачивать колёса на большие углы, чем реечный.</p>\r\n\r\n<p>Неудивительно, что сейчас (по состоянию на 2014 год) червячные редукторы встречаются, в основном, на тяжелых машинах для бездорожья. Например, их можно встретить на Land Rover Defender, Lada 4x4 (более известная как &laquo;Нива&raquo;) и пикапе Mazda BT-50.</p>\r\n\r\n<p>Впрочем, и в сегменте вседорожников червячный механизм постепенно вытесняется реечным. Так, от червячного редуктора к рейке относительно недавно перешли такие модели как Mitsubishi L200 и Chevrolet TrailBlazer.</p>\r\n\r\n<p>Свое развитие червячная технология получила в виде винтового рулевого механизма.</p>\r\n	2014-12-07 15:47:20.815875	2014-12-07 15:47:20.815875	t
23	20	Винтовой рулевой механизм (Винт-шариковая гайка-сектор)	<p>По большому счету, механизм &laquo;винт-шариковая гайка-сектор&raquo; - это конструктивное развитие червячного редуктора. Сам по себе механизм распределения момента с рулевого вала на колёса в этой системе аналогичен червячному. Главное отличие &ndash; в конструкции редуктора.</p>\r\n\r\n<p>В классическом червячном редукторе, как известно, вращающийся винт-червяк передает усилие на шестерню. В винтовом механизме между червяком и шестерней есть &laquo;посредник&raquo; - шариковая гайка. Когда винт вращается, внутри резьбы циркулируют маленькие металлические шарики, перемещающие вдоль червяка одетую на него шариковую гайку с маленькой зубчатой рейкой.</p>\r\n\r\n<p>Эта рейка вращает шестерню, соединенную с сошкой. Шестерня эта не круглая, а выполненная в виде сектора. Отсюда и название схемы &laquo;винт-шариковая гайка-сектор&raquo;.</p>\r\n\r\n<p><img alt="Механизм &quot;винт-шариковая гайка-сектор&quot; от УАЗа. 1 — втулка; 2 — защитная крышка; 3 — манжета; 4, 7 — подшипники винта; 5 — болты; 6 — прокладка; 8 — винт; 9 — сошка; 10 — крышка; 11 — кольцо; 12 — картер; 13 — вал-сектор; 14 — зубья сектора; 15 — шарики; 16 — шайба; 17 — сальник; 18 — вилка; 19 — гайка; 20 — пружинная шайба; 21 — крышка; 22 — кольцо; 23 — подшипники сектора; 24, 25, 26, 27 — уплотнительные кольца; 28 — кольцо опоры вала-сектора; 29 — пробка заливного отверстия; 30 — желоб шарикопровода; 31 — накладка; 32 — пробка сливного отверстия. Изображение с сайта 4x4klubs.lv" src="/ckeditor_assets/pictures/52/content_.jpg." style="height:260px; width:650px" /></p>\r\n\r\n<p>Считается, что применение шариковой гайки в редукторе замедляет износ червяка и ведомой шестерни. На некоторые модели (например, на УАЗ-31512) по мере модернизации ставились сначала червячные редукторы, потом &ndash; редукторы с шариковой гайкой. Сейчас, по состоянию на 2014 год, все модели УАЗ комплектуются такими рулевыми механизмами.</p>\r\n\r\n<p>На многих автомобилях в редуктор с шариковой гайкой встроен механизм гидравлического или электрического усилителя.</p>\r\n	2014-12-07 16:02:08.154019	2014-12-07 16:02:08.154019	t
27	26	Гидравлический усилитель рулевого управления (ГУР)	<p>ГУР - это самый архаичный вид усилителей рулевого управления, который используется на сегодняшний день. Еще более старый, пневматический, вышел из употребления уже очень давно. Об истории внедрения ГУР можно почитать в общей статье &quot;Усилитель рулевого управления&quot;, здесь же мы сосредоточимся на устройстве и принципе работы этого узла.</p>\r\n\r\n<p>Как следует из названия, рабочим веществом гидроусилителя является жидкость. Под давлением она воздействует на рулевой механизм и тем самым помогает водителю вращать рулевое колесо.</p>\r\n\r\n<p><img alt="Гидроусилитель с осевым распределителем на рулевом механизме с червячным (не реечным) редуктором. Руль неподвижен. 1 - рулевой механизм, 2 - золотник, 3 - корпус распределителя, 4 - гидроцилиндр, 5 - поршень гидроцилиндра, 6 - реактивная шайба, 7 - центрирующая пружина, 8 - нагнетательная магистраль, 9 - клапан, 10 - насос ГУР, 11 - сливная магистраль, 12 - бачок, 13 - фильтр." src="/ckeditor_assets/pictures/61/content_1.jpg" style="height:320px; width:650px" /></p>\r\n\r\n<p><img alt="Схема работы гидроусилителя. Руль повернут. Стрелками показана работа механизмов." src="/ckeditor_assets/pictures/62/content_.jpg." style="height:325px; width:650px" /></p>\r\n\r\n<p>Контур, в котором циркулирует жидкость ГУР - замкнутый. Хранится она в бачке, а циркуляцию обеспечивает насос ГУР. Чтобы не расходовать на его работу электричество от бортовой сети, крутящий момент он забирает непосредственно с коленчатого вала при помощи гибкого приводного ремня. Масло циркулирует по шлангам. Иногда в контур включают и специальный масляный фильтр, через который циркулирует и тем самым очищается жидкость.</p>\r\n\r\n<p>Собственно давление на рулевой механизм обеспечивает рабочий цилиндр ГУР. Обычно он интегрирован прямо в рулевой механизм - либо в рулевую рейку (на большинстве современных автомобилей), либо в червячный редуктор (на старых грузовиках), либо в механизм винт-шариковая гайка (на современных УАЗах и других внедорожниках). Соответственно, цилиндр помогает двигать рейку или шестерню с сошкой, в зависимости от типа конструкции рулевого управления.</p>\r\n\r\n<p>В зависимости от того, как сильно вращает руль водитель, нужно разное количество масла для приведения цилиндра в движение. Поэтому масло с насоса идет через распределительный клапан, который дозирует масло в зависимости от величины крутящего момента на рулевом колесе (подробнее об этом - в соответствующей статье). Излишки сливаются обратно в бачок.</p>\r\n\r\n<p>В системе ГУР есть три основных шланга. Всасывающий шланг идёт от бачка к насосу. Нагнетательный шланг высокого давления - от насоса к рабочему цилиндру. Ну и сливной шланг низкого давления - от цилиндра обратно в бачок.</p>\r\n\r\n<p>Достоинства ГУР:</p>\r\n\r\n<p>- Благодаря сопротивлению жидкости гидроусилитель обладает природной способностью гасить колебания на руле.</p>\r\n\r\n<p>- Безо всяких тонких настроек гидроусилитель обеспечивает в целом достаточно правдоподобное усилие на рулевом колесе, тогда как электрические усилители ранних конструкций делали руль слишком &quot;пустым&quot;.</p>\r\n\r\n<p>- В обслуживании ГУР дешевле и проще, чем электроусилитель.</p>\r\n\r\n<p>- ГУР не требует подпитки электричеством от бортовой сети, поэтому может обеспечивать очень высокое давление на рулевой механизм без большой нагрузки на генератор. Поэтому ГУР, по состоянию на 2014 год, все еще незаменим для больших автомобилей и грузовиков.</p>\r\n\r\n<p><img alt="Течь патрубков гидроусилителя. Изображение с сайта audi-a4-club.ru" src="/ckeditor_assets/pictures/63/content_.jpg." style="height:488px; width:650px" /></p>\r\n\r\n<p>Недостатки ГУР</p>\r\n\r\n<p>- Из-за того, что крутящий момент для насоса отбирается с коленвала, то автомобиль слегка теряет в мощности.</p>\r\n\r\n<p>- Насос гоняет по контуру масло вне зависимости от того, нужна помощь ГУРа или нет. Поэтому много энергии уходит, по сути, в пустоту. Повышается и расход топлива.</p>\r\n\r\n<p>- В систему ГУР нужно периодически доливать масло. Кроме того, шланги и соединения со временем имеют свойство протекать.</p>\r\n\r\n<p>- Весь комплекс узлов ГУРа достаточно громоздкий, если сравнивать его с электрическим усилителем.</p>\r\n\r\n<p>- В классический гидроусилитель невозможно интегрировать электронных помощников - систему курсовой устойчивости и т.п.</p>\r\n\r\n<p>Частично недостаки ГУР были устранены в гибридном электрогидроусилителе. Однако всё равно гидравлика постепенно уступает место чистой электрике. По состоянию на 2014 год уже практически все новые модели оснащаются ЭУР, хотя автомобили с гидроусилителем продолжат ездить по миру еще не одно десятилетие.</p>\r\n\r\n<iframe width="420" height="315" src="//www.youtube.com/embed/a3PC03qqXNA" frameborder="0" allowfullscreen></iframe>\r\n	2014-12-07 17:32:35.491766	2014-12-07 17:36:47.016205	t
